"Designator","Val","Package","Mid X","Mid Y","Rotation","Layer"
"D54","1N4148WT","D_SOD-523",160.02,-33.782,0,"top"
"D55","1N4148WT","D_SOD-523",160.02,-38.862,0,"top"
"D56","1N4148WT","D_SOD-523",160.02,-43.942,0,"top"
"D57","1N4148WT","D_SOD-523",160.02,-49.022,0,"top"
"D58","1N4148WT","D_SOD-523",124.46,-31.242,0,"top"
"D59","1N4148WT","D_SOD-523",124.46,-36.322,0,"top"
"D60","1N4148WT","D_SOD-523",124.46,-41.402,0,"top"
"D61","1N4148WT","D_SOD-523",124.46,-46.482,0,"top"
"D62","1N4148WT","D_SOD-523",160.02,-31.242,0,"top"
"D63","1N4148WT","D_SOD-523",160.02,-36.322,0,"top"
"D64","1N4148WT","D_SOD-523",160.02,-41.402,0,"top"
"D65","1N4148WT","D_SOD-523",160.02,-46.482,0,"top"
"D66","1N4148WT","D_SOD-523",97.79,-55.753,0,"top"
"D67","1N4148WT","D_SOD-523",97.79,-60.833,0,"top"
"D68","1N4148WT","D_SOD-523",97.79,-65.913,0,"top"
"D69","1N4148WT","D_SOD-523",97.79,-70.993,0,"top"
"D70","1N4148WT","D_SOD-523",133.35,-55.753,0,"top"
"D71","1N4148WT","D_SOD-523",133.35,-60.833,0,"top"
"D72","1N4148WT","D_SOD-523",133.35,-65.913,0,"top"
"D73","1N4148WT","D_SOD-523",133.35,-70.993,0,"top"
"D74","1N4148WT","D_SOD-523",97.79,-58.293,0,"top"
"D75","1N4148WT","D_SOD-523",97.79,-63.373,0,"top"
"D76","1N4148WT","D_SOD-523",97.79,-68.453,0,"top"
"D77","1N4148WT","D_SOD-523",97.79,-73.533,0,"top"
"D78","1N4148WT","D_SOD-523",133.35,-58.293,0,"top"
"D79","1N4148WT","D_SOD-523",133.35,-63.373,0,"top"
"D80","1N4148WT","D_SOD-523",133.35,-68.453,0,"top"
"D81","1N4148WT","D_SOD-523",133.35,-73.533,0,"top"
"D82","1N4148WT","D_SOD-523",106.68,-55.753,0,"top"
"D83","1N4148WT","D_SOD-523",106.68,-60.833,0,"top"
"D84","1N4148WT","D_SOD-523",106.68,-65.913,0,"top"
"D85","1N4148WT","D_SOD-523",106.68,-70.993,0,"top"
"D86","1N4148WT","D_SOD-523",142.24,-55.753,0,"top"
"D87","1N4148WT","D_SOD-523",142.24,-60.833,0,"top"
"D88","1N4148WT","D_SOD-523",142.24,-65.913,0,"top"
"D89","1N4148WT","D_SOD-523",142.24,-70.993,0,"top"
"D90","1N4148WT","D_SOD-523",106.68,-58.293,0,"top"
"D91","1N4148WT","D_SOD-523",106.68,-63.373,0,"top"
"D92","1N4148WT","D_SOD-523",106.68,-68.453,0,"top"
"D93","1N4148WT","D_SOD-523",106.68,-73.533,0,"top"
"D94","1N4148WT","D_SOD-523",142.24,-58.293,0,"top"
"D95","1N4148WT","D_SOD-523",142.24,-63.373,0,"top"
"D96","1N4148WT","D_SOD-523",142.24,-68.453,0,"top"
"D97","1N4148WT","D_SOD-523",142.24,-73.533,0,"top"
"D98","1N4148WT","D_SOD-523",115.57,-55.753,0,"top"
"D99","1N4148WT","D_SOD-523",115.57,-60.833,0,"top"
"D100","1N4148WT","D_SOD-523",115.57,-65.913,0,"top"
"D101","1N4148WT","D_SOD-523",115.57,-70.993,0,"top"
"D102","1N4148WT","D_SOD-523",151.13,-55.753,0,"top"
"D103","1N4148WT","D_SOD-523",151.13,-60.833,0,"top"
"D104","1N4148WT","D_SOD-523",151.13,-65.913,0,"top"
"D105","1N4148WT","D_SOD-523",151.13,-70.993,0,"top"
"D106","1N4148WT","D_SOD-523",115.57,-58.293,0,"top"
"D107","1N4148WT","D_SOD-523",115.57,-63.373,0,"top"
"D108","1N4148WT","D_SOD-523",115.57,-68.453,0,"top"
"D109","1N4148WT","D_SOD-523",115.57,-73.533,0,"top"
"D110","1N4148WT","D_SOD-523",151.13,-58.293,0,"top"
"D111","1N4148WT","D_SOD-523",151.13,-63.373,0,"top"
"D112","1N4148WT","D_SOD-523",151.13,-68.453,0,"top"
"D113","1N4148WT","D_SOD-523",151.13,-73.533,0,"top"
"D114","1N4148WT","D_SOD-523",124.46,-55.753,0,"top"
"D115","1N4148WT","D_SOD-523",124.46,-60.833,0,"top"
"D116","1N4148WT","D_SOD-523",124.46,-65.913,0,"top"
"D117","1N4148WT","D_SOD-523",124.46,-70.993,0,"top"
"D118","1N4148WT","D_SOD-523",160.02,-55.753,0,"top"
"D119","1N4148WT","D_SOD-523",160.02,-60.833,0,"top"
"D120","1N4148WT","D_SOD-523",160.02,-65.913,0,"top"
"D121","1N4148WT","D_SOD-523",160.02,-70.993,0,"top"
"D122","1N4148WT","D_SOD-523",124.46,-58.293,0,"top"
"D123","1N4148WT","D_SOD-523",124.46,-63.373,0,"top"
"D124","1N4148WT","D_SOD-523",124.46,-68.453,0,"top"
"D125","1N4148WT","D_SOD-523",124.46,-73.533,0,"top"
"D126","1N4148WT","D_SOD-523",160.02,-58.293,0,"top"
"D127","1N4148WT","D_SOD-523",160.02,-63.373,0,"top"
"D128","1N4148WT","D_SOD-523",160.02,-68.453,0,"top"
"D129","1N4148WT","D_SOD-523",160.02,-73.533,0,"top"
"D130","Red","LED_0805_2012Metric",258.445,-43.18,180,"top"
"D131","Green","LED_0805_2012Metric",258.445,-46.482,180,"top"
"D132","Blue","LED_0805_2012Metric",258.445,-49.784,180,"top"
"R1","4.7k","R_0402_1005Metric",171.577,-51.44564,0,"top"
"R2","4.7k","R_0402_1005Metric",171.577,-60.33564,0,"top"
"R3","4.7k","R_0402_1005Metric",171.577,-59.06564,0,"top"
"R4","4.7k","R_0402_1005Metric",171.577,-57.79564,0,"top"
"R5","4.7k","R_0402_1005Metric",171.577,-56.52564,0,"top"
"R6","4.7k","R_0402_1005Metric",171.577,-55.25564,0,"top"
"R7","4.7k","R_0402_1005Metric",171.577,-53.98564,0,"top"
"R8","4.7k","R_0402_1005Metric",171.577,-52.71564,0,"top"
"R9","4.7k","R_0402_1005Metric",171.704,-73.914,0,"top"
"R10","4.7k","R_0402_1005Metric",171.704,-72.644,0,"top"
"R11","4.7k","R_0402_1005Metric",171.704,-71.374,0,"top"
"R12","4.7k","R_0402_1005Metric",171.704,-70.104,0,"top"
"R13","4.7k","R_0402_1005Metric",171.704,-68.834,0,"top"
"R14","4.7k","R_0402_1005Metric",171.704,-67.564,0,"top"
"R15","4.7k","R_0402_1005Metric",171.704,-66.294,0,"top"
"R16","4.7k","R_0402_1005Metric",171.704,-65.024,0,"top"
"R17","33","R_0402_1005Metric",211.328,-43.434,180,"top"
"R18","10","R_0402_1005Metric",221.862,-43.52,0,"top"
"R19","220","R_0402_1005Metric",194.056,-43.32,-90,"top"
"R20","4.7k","R_0402_1005Metric",208.534,-48.908,-90,"top"
"R21","470","R_0402_1005Metric",190.312,-56.896,-90,"top"
"R22","4.7k","R_0402_1005Metric",176.85,-57.531,90,"top"
"R23","1k","R_0402_1005Metric",255.651,-43.18,0,"top"
"R24","133","R_0402_1005Metric",185.166,-51.054,-90,"top"
"R25","680","R_0402_1005Metric",255.651,-46.482,0,"top"
"R26","10k","R_0402_1005Metric",142.974,-81.353916,0,"top"
"R27","1k","R_0402_1005Metric",255.651,-49.784,0,"top"
"U1","74HC4067","SOIC-24W_7.5x15.4mm_P1.27mm",180.34,-88.695,90,"top"
"U2","74HC4067","SOIC-24W_7.5x15.4mm_P1.27mm",203.332,-88.68,90,"top"
"U3","74HC4067","SOIC-24W_7.5x15.4mm_P1.27mm",249.047,-88.68,90,"top"
"U4","74HC165","SO-16_3.9x9.9mm_P1.27mm",166.751,-53.35064,0,"top"
"U5","74HC138","SO-16_3.9x9.9mm_P1.27mm",183.007,-70.358,180,"top"
"U6","MAX7219","SOIC-24W_7.5x15.4mm_P1.27mm",146.02,-87.845916,90,"top"
"U7","74HC4067","SOIC-24W_7.5x15.4mm_P1.27mm",226.192,-88.68,90,"top"
"U8","74HC165","SO-16_3.9x9.9mm_P1.27mm",166.751,-68.834,0,"top"
"U9","74AHCT125","TSSOP-14_4.4x5mm_P0.65mm",158.212,-87.464916,90,"top"
"U10","6N137","SSO-8_6.7x9.8mm_P2.54mm_Clearance8mm",201.422,-48.146,0,"top"
"U11","6N137","SSO-8_6.7x9.8mm_P2.54mm_Clearance8mm",183.580989,-58.293,180,"top"
"U12","MAX485","SO-8_3.9x4.9mm_P1.27mm",180.594,-49.53,0,"top"
"U14","SPX3819M5","SOT-23-5",254.749,-68.7015,-90,"top"
